20	10 
700	4	6	32	3	16	1	33	8	12	7	70	4	10	9	75	0	82	5	88	2	20
1008	4	8	39	4	81	3	91	5	56	9	69	1	45	6	59	0	86	2	36	7	68
907	4	3	84	2	57	7	41	5	73	4	81	0	88	8	38	9	17	6	83	1	5
563	4	4	20	5	6	2	15	8	19	1	30	0	94	6	45	7	17	3	18	9	88
500	2	9	24	6	49	5	16	4	11	3	60	7	5	8	63	1	25	2	15	0	45
1036	2	1	86	8	50	2	77	6	54	9	48	0	93	3	32	7	92	5	45	4	71
1094	2	5	86	6	90	3	78	9	88	2	57	0	32	7	57	8	86	4	71	1	39
854	2	2	59	3	18	9	31	4	41	7	20	5	83	8	65	0	54	6	94	1	69
936	2	3	47	4	79	6	76	0	59	1	72	2	8	9	30	5	73	7	57	8	84
707	2	0	59	2	89	4	10	7	45	3	8	5	54	6	88	8	20	9	7	1	62
638	2	5	63	6	9	4	77	3	37	2	5	8	13	9	79	1	24	7	10	0	82
664	2	0	74	1	32	2	61	7	53	4	92	9	20	8	10	3	5	6	45	5	23
1116	2	2	85	9	51	0	61	5	99	4	37	6	94	1	98	8	65	3	33	7	75
460	2	0	51	3	24	5	8	6	30	7	12	8	23	2	7	4	17	9	35	1	81
894	2	1	71	5	42	8	68	2	31	6	29	3	63	4	65	9	70	7	27	0	93
894	2	1	28	5	38	4	51	7	70	2	33	8	78	9	45	3	90	6	54	0	72
950	1	0	18	2	90	4	25	6	92	8	85	5	35	7	29	1	81	9	80	3	59
1161	1	5	67	2	96	1	38	4	86	0	97	3	94	7	86	6	35	9	82	8	45
886	1	2	92	8	51	4	59	6	52	5	8	9	70	1	75	3	54	7	60	0	33
1112	1	3	98	7	80	5	78	0	82	2	7	9	89	1	69	4	51	8	79	6	62
