20	5 
570	4	3	60	0	87	1	72	4	95	2	66
271	4	1	54	0	48	2	39	3	35	4	5
358	4	3	20	1	46	0	97	2	21	4	55
292	4	2	37	0	59	3	19	1	34	4	46
259	2	2	73	3	25	1	24	0	28	4	23
358	2	1	78	3	28	2	83	0	45	4	5
303	2	3	71	1	37	2	12	4	29	0	53
337	2	4	12	3	33	1	55	2	87	0	38
340	2	0	48	1	40	2	49	3	83	4	7
333	2	0	90	4	27	2	65	3	17	1	23
474	2	0	62	3	85	1	66	2	84	4	19
310	2	3	59	2	46	4	13	1	64	0	25
502	2	2	53	1	73	3	80	4	88	0	41
388	2	2	57	4	47	0	14	1	67	3	74
526	2	2	41	4	64	3	84	1	78	0	84
322	2	4	52	3	28	2	26	0	63	1	46
262	1	1	11	0	64	3	10	4	73	2	17
573	1	4	38	3	95	0	85	1	97	2	67
537	1	3	93	1	65	2	95	0	59	4	46
457	1	0	60	1	85	2	43	4	85	3	32
