20	5 
353	4	1	23	0	82	4	84	2	45	3	38
206	4	3	50	4	41	1	29	0	18	2	21
275	4	4	16	3	54	1	52	2	38	0	52
369	4	1	62	3	57	4	37	2	74	0	54
386	2	3	68	1	61	2	30	0	81	4	57
453	2	1	89	2	89	3	11	0	79	4	81
299	2	1	66	0	91	3	33	4	20	2	20
263	2	3	8	4	24	2	55	0	32	1	84
286	2	0	7	2	64	1	39	4	56	3	54
204	2	0	19	4	40	3	7	2	8	1	83
343	2	0	63	2	64	3	91	4	40	1	6
377	2	1	42	3	61	4	15	2	98	0	74
356	2	1	80	0	26	3	75	4	6	2	87
265	2	2	39	4	22	0	75	3	24	1	44
174	2	1	15	3	79	4	8	0	12	2	20
301	2	3	26	2	43	0	80	4	22	1	61
386	1	2	62	1	36	0	63	3	96	4	40
114	1	1	33	3	18	0	22	4	5	2	10
530	1	2	64	4	64	0	89	1	96	3	95
132	1	2	18	4	23	3	15	1	38	0	8
