20	20
1513	4	10	(42,47,52)	2	(58,61,64)	9	(7,7,7)	3	(13,13,13)	7	(50,52,54)	4	(32,33,34)	18	(75,83,91)	12	(58,60,62)	6	(57,57,57)	14	(7,7,7)	15	(65,74,83)	0	(84,93,102)	5	(54,59,64)	17	(41,46,51)	8	(7,7,7)	13	(82,84,86)	19	(49,56,63)	11	(58,58,58)	16	(43,45,47)	1	(4,4,4)
1470	4	0	(92,97,102)	14	(15,15,15)	2	(16,18,20)	11	(70,73,76)	8	(36,37,38)	6	(89,94,99)	7	(19,20,21)	15	(61,69,77)	12	(13,13,13)	18	(26,26,26)	1	(48,48,48)	16	(67,71,75)	13	(92,96,100)	19	(5,5,5)	10	(42,42,42)	5	(14,15,16)	4	(56,64,72)	3	(36,36,36)	17	(6,6,6)	9	(69,74,79)
1854	4	8	(81,87,93)	7	(79,89,99)	1	(28,28,28)	12	(79,81,83)	4	(43,47,51)	18	(52,53,54)	14	(58,67,76)	2	(71,78,85)	15	(14,14,14)	10	(89,92,95)	11	(92,94,96)	16	(23,26,29)	0	(60,68,76)	17	(36,36,36)	9	(74,79,84)	5	(70,71,72)	13	(87,94,101)	19	(27,28,29)	6	(22,25,28)	3	(2,2,2)
1275	4	10	(91,99,107)	15	(61,65,69)	0	(9,9,9)	6	(46,52,58)	18	(10,10,10)	16	(50,55,60)	9	(19,20,21)	2	(65,67,69)	19	(61,69,77)	5	(16,16,16)	11	(10,10,10)	13	(50,54,58)	8	(47,47,47)	7	(4,4,4)	4	(62,66,70)	17	(33,33,33)	12	(8,9,10)	1	(51,53,55)	3	(27,30,33)	14	(28,29,30)
1881	2	10	(33,33,33)	18	(61,64,67)	16	(16,17,18)	4	(73,81,89)	5	(39,42,45)	9	(52,60,68)	8	(13,14,15)	3	(84,95,106)	12	(31,36,41)	14	(83,95,107)	17	(35,37,39)	1	(73,85,97)	0	(48,48,48)	11	(72,74,76)	2	(73,76,79)	19	(66,68,70)	15	(67,77,87)	13	(14,14,14)	7	(89,91,93)	6	(69,69,69)
1654	2	3	(86,86,86)	12	(16,16,16)	9	(31,34,37)	11	(71,83,95)	19	(78,79,80)	14	(82,89,96)	2	(21,22,23)	1	(70,74,78)	10	(54,58,62)	13	(67,71,75)	5	(20,22,24)	8	(34,36,38)	7	(46,53,60)	17	(79,80,81)	16	(49,53,57)	18	(1,1,1)	0	(55,57,59)	15	(63,68,73)	4	(23,26,29)	6	(23,26,29)
1422	2	2	(4,4,4)	7	(83,83,83)	6	(24,26,28)	19	(53,54,55)	5	(14,16,18)	9	(77,88,99)	11	(16,16,16)	16	(53,61,69)	10	(36,41,46)	8	(49,54,59)	1	(91,98,105)	18	(3,3,3)	4	(81,84,87)	0	(10,11,12)	13	(53,55,57)	3	(16,18,20)	15	(62,67,72)	14	(57,62,67)	12	(15,17,19)	17	(29,31,33)
1540	2	12	(16,16,16)	7	(96,99,102)	18	(46,46,46)	19	(40,40,40)	5	(54,54,54)	10	(24,27,30)	8	(68,71,74)	14	(95,95,95)	11	(9,9,9)	17	(44,46,48)	0	(51,57,63)	9	(85,86,87)	15	(7,7,7)	6	(16,16,16)	1	(65,70,75)	4	(15,15,15)	3	(67,71,75)	2	(41,41,41)	16	(74,83,92)	13	(13,14,15)
1649	2	8	(27,30,33)	12	(22,24,26)	7	(94,95,96)	4	(41,41,41)	5	(50,53,56)	10	(79,84,89)	3	(48,55,62)	9	(54,54,54)	0	(38,42,46)	2	(74,75,76)	13	(53,55,57)	11	(56,57,58)	1	(58,62,66)	19	(20,23,26)	14	(28,28,28)	16	(3,3,3)	17	(79,83,87)	15	(80,88,96)	18	(10,11,12)	6	(63,68,73)
1723	2	17	(78,78,78)	14	(62,63,64)	5	(21,21,21)	10	(56,64,72)	13	(81,91,101)	11	(74,75,76)	9	(52,53,54)	4	(31,35,39)	2	(67,77,87)	7	(27,29,31)	0	(62,68,74)	3	(85,92,99)	6	(86,89,92)	8	(47,49,51)	18	(47,47,47)	1	(33,33,33)	15	(4,4,4)	16	(58,58,58)	19	(16,18,20)	12	(32,33,34)
1795	2	2	(22,25,28)	17	(81,86,91)	9	(51,55,59)	14	(60,68,76)	1	(50,56,62)	7	(37,43,49)	15	(23,23,23)	3	(14,15,16)	4	(78,88,98)	6	(24,28,32)	5	(40,41,42)	0	(84,87,90)	18	(65,75,85)	11	(75,77,79)	10	(48,49,50)	12	(51,52,53)	16	(72,80,88)	8	(22,25,28)	19	(89,94,99)	13	(49,55,61)
1483	2	19	(36,40,44)	10	(28,29,30)	9	(26,27,28)	4	(68,70,72)	1	(67,76,85)	7	(18,19,20)	18	(61,67,73)	2	(9,9,9)	15	(10,10,10)	11	(8,8,8)	3	(73,83,93)	8	(43,49,55)	13	(62,70,78)	16	(60,62,64)	6	(63,70,77)	12	(37,38,39)	17	(58,68,78)	5	(42,46,50)	14	(71,77,83)	0	(9,9,9)
1763	2	0	(68,72,76)	16	(72,82,92)	1	(73,78,83)	12	(11,12,13)	17	(86,98,110)	13	(95,98,101)	8	(41,46,51)	19	(78,79,80)	4	(86,88,90)	3	(11,11,11)	7	(31,36,41)	9	(59,67,75)	18	(89,97,105)	15	(20,22,24)	10	(53,53,53)	6	(20,21,22)	2	(20,22,24)	11	(16,17,18)	5	(43,43,43)	14	(54,60,66)
1412	2	7	(60,60,60)	12	(67,77,87)	13	(31,32,33)	8	(44,51,58)	17	(28,31,34)	9	(61,65,69)	16	(17,18,19)	10	(3,3,3)	6	(30,31,32)	3	(11,12,13)	14	(32,35,38)	4	(48,54,60)	11	(44,44,44)	19	(9,10,11)	5	(37,43,49)	1	(69,77,85)	18	(35,40,45)	15	(96,98,100)	0	(66,69,72)	2	(29,33,37)
1872	2	5	(71,72,73)	10	(42,42,42)	1	(19,20,21)	4	(2,2,2)	2	(43,50,57)	6	(61,67,73)	14	(71,81,91)	7	(87,95,103)	11	(38,39,40)	18	(40,45,50)	9	(77,82,87)	13	(49,50,51)	15	(82,89,96)	3	(77,77,77)	0	(55,63,71)	19	(44,44,44)	17	(40,42,44)	16	(35,40,45)	12	(75,86,97)	8	(77,84,91)
1907	2	4	(54,62,70)	13	(6,6,6)	18	(40,46,52)	3	(38,40,42)	19	(66,75,84)	10	(80,89,98)	14	(11,11,11)	2	(13,13,13)	12	(89,89,89)	1	(62,71,80)	7	(60,69,78)	11	(74,86,98)	5	(53,60,67)	8	(81,92,103)	15	(51,56,61)	6	(79,88,97)	9	(73,80,87)	0	(16,18,20)	16	(66,75,84)	17	(63,66,69)
1931	1	8	(44,51,58)	15	(15,16,17)	16	(56,60,64)	19	(36,38,40)	5	(39,43,47)	6	(83,94,105)	12	(3,3,3)	2	(46,53,60)	10	(78,80,82)	14	(87,96,105)	0	(63,70,77)	3	(66,66,66)	9	(79,83,87)	13	(82,82,82)	1	(81,83,85)	4	(67,70,73)	11	(20,22,24)	17	(82,94,106)	18	(45,46,47)	7	(49,57,65)
1561	1	5	(6,6,6)	19	(25,28,31)	11	(62,71,80)	12	(8,9,10)	6	(24,27,30)	3	(80,88,96)	4	(88,90,92)	8	(62,72,82)	1	(42,43,44)	17	(16,16,16)	18	(32,36,40)	2	(38,44,50)	13	(38,41,44)	14	(33,37,41)	15	(78,80,82)	16	(73,84,95)	10	(79,86,93)	7	(86,91,96)	0	(22,24,26)	9	(3,3,3)
1480	1	7	(41,43,45)	1	(26,27,28)	10	(41,46,51)	18	(58,67,76)	14	(77,89,101)	16	(10,10,10)	5	(55,63,71)	13	(29,33,37)	4	(13,14,15)	19	(94,95,96)	2	(57,61,65)	6	(57,66,75)	0	(62,68,74)	12	(46,46,46)	11	(27,27,27)	15	(5,5,5)	3	(15,17,19)	17	(60,64,68)	8	(9,10,11)	9	(72,74,76)
1756	1	0	(82,83,84)	9	(34,35,36)	16	(34,39,44)	4	(93,97,101)	2	(92,99,106)	7	(75,77,79)	15	(92,98,104)	13	(87,88,89)	1	(44,51,58)	6	(29,31,33)	19	(78,88,98)	3	(24,24,24)	10	(34,34,34)	8	(41,44,47)	11	(25,29,33)	5	(37,37,37)	18	(21,23,25)	12	(14,15,16)	17	(49,50,51)	14	(50,56,62)
