15	10
627	4	7	(8,8,8)	9	(75,75,75)	0	(67,72,77)	6	(68,74,80)	4	(27,30,33)	8	(38,43,48)	2	(34,38,42)	5	(86,98,110)	1	(23,26,29)	3	(18,19,20)
516	4	6	(19,19,19)	8	(65,73,81)	3	(40,43,46)	0	(23,23,23)	1	(78,85,92)	4	(36,39,42)	5	(13,13,13)	9	(25,26,27)	2	(62,67,72)	7	(9,9,9)
731	4	1	(48,50,52)	3	(81,93,105)	5	(76,80,84)	4	(7,7,7)	0	(54,55,56)	2	(57,61,65)	6	(56,57,58)	8	(70,72,74)	9	(40,42,44)	7	(44,46,48)
804	2	1	(59,68,77)	7	(39,43,47)	4	(94,99,104)	6	(54,60,66)	5	(59,68,77)	0	(89,91,93)	8	(11,11,11)	3	(90,96,102)	9	(11,11,11)	2	(72,72,72)
601	2	7	(76,84,92)	2	(31,34,37)	8	(36,40,44)	5	(7,7,7)	1	(68,70,72)	6	(68,74,80)	3	(11,12,13)	0	(40,43,46)	9	(67,69,71)	4	(28,30,32)
717	2	8	(60,60,60)	0	(49,49,49)	4	(54,59,64)	5	(68,72,76)	9	(61,63,65)	1	(63,69,75)	7	(95,99,103)	6	(40,45,50)	3	(24,27,30)	2	(9,9,9)
782	2	6	(69,71,73)	2	(86,91,96)	8	(59,65,71)	1	(86,90,94)	9	(90,98,106)	4	(8,8,8)	7	(44,50,56)	0	(65,75,85)	5	(36,37,38)	3	(17,17,17)
795	2	8	(58,62,66)	7	(78,90,102)	5	(93,98,103)	3	(28,31,34)	2	(89,91,93)	4	(34,38,42)	9	(65,72,79)	1	(9,9,9)	0	(63,72,81)	6	(44,49,54)
612	2	4	(31,35,39)	0	(37,39,41)	9	(68,74,80)	5	(23,25,27)	7	(42,47,52)	3	(50,52,54)	2	(57,63,69)	8	(21,21,21)	6	(31,35,39)	1	(76,80,84)
617	2	9	(54,58,62)	0	(5,5,5)	3	(49,50,51)	8	(47,52,57)	1	(78,88,98)	6	(20,20,20)	2	(59,68,77)	5	(21,24,27)	4	(50,53,56)	7	(50,57,64)
539	2	7	(91,99,107)	3	(82,91,100)	4	(32,33,34)	5	(18,19,20)	2	(17,18,19)	6	(36,38,40)	0	(24,24,24)	9	(32,35,38)	1	(43,49,55)	8	(8,9,10)
634	2	0	(68,68,68)	3	(55,60,65)	2	(67,77,87)	7	(10,10,10)	8	(54,60,66)	5	(15,15,15)	9	(67,72,77)	1	(17,18,19)	6	(79,90,101)	4	(16,18,20)
915	1	9	(69,79,89)	1	(60,60,60)	3	(49,56,63)	6	(89,91,93)	2	(35,40,45)	8	(84,86,88)	7	(62,72,82)	0	(78,80,82)	5	(82,89,96)	4	(49,51,53)
573	1	4	(10,10,10)	2	(83,92,101)	5	(20,23,26)	6	(41,46,51)	8	(36,40,44)	7	(63,72,81)	3	(6,6,6)	1	(23,23,23)	0	(81,95,109)	9	(34,34,34)
574	1	2	(24,24,24)	5	(28,29,30)	9	(49,49,49)	8	(52,55,58)	0	(44,47,50)	6	(74,77,80)	3	(66,77,88)	7	(8,8,8)	1	(26,28,30)	4	(46,48,50)
