20	15
575	4	0	(18,19,20)	9	(30,33,36)	2	(28,32,36)	13	(18,18,18)	10	(35,39,43)	8	(31,34,37)	6	(23,25,27)	4	(33,36,39)	11	(37,40,43)	12	(29,33,37)	1	(28,31,34)	14	(27,30,33)	3	(33,34,35)	5	(26,26,26)	7	(12,13,14)
473	4	9	(10,11,12)	10	(21,22,23)	14	(19,19,19)	5	(12,12,12)	4	(23,25,27)	6	(36,38,40)	0	(27,29,31)	7	(37,39,41)	13	(17,19,21)	11	(20,22,24)	1	(22,23,24)	3	(18,20,22)	2	(39,40,41)	12	(18,19,20)	8	(26,26,26)
540	4	3	(22,25,28)	8	(15,17,19)	11	(22,24,26)	13	(39,40,41)	10	(32,32,32)	14	(15,16,17)	5	(38,39,40)	9	(19,19,19)	0	(23,24,25)	1	(39,39,39)	4	(17,17,17)	2	(35,35,35)	7	(34,38,42)	6	(20,20,20)	12	(27,31,35)
509	4	14	(20,22,24)	3	(35,36,37)	2	(34,34,34)	12	(16,17,18)	4	(30,30,30)	13	(12,12,12)	1	(13,13,13)	6	(22,25,28)	9	(11,12,13)	7	(17,18,19)	10	(27,31,35)	0	(35,39,43)	5	(40,40,40)	8	(26,26,26)	11	(35,37,39)
525	2	12	(30,32,34)	14	(15,15,15)	1	(33,35,37)	7	(12,13,14)	8	(29,32,35)	11	(20,23,26)	6	(22,22,22)	4	(21,21,21)	0	(38,38,38)	2	(35,38,41)	3	(38,40,42)	10	(27,31,35)	5	(11,11,11)	13	(34,37,40)	9	(16,16,16)
444	2	10	(22,23,24)	12	(36,38,40)	8	(10,11,12)	14	(27,27,27)	9	(11,11,11)	6	(22,25,28)	5	(14,14,14)	4	(12,12,12)	2	(25,27,29)	11	(25,26,27)	7	(27,29,31)	3	(27,28,29)	13	(20,21,22)	0	(19,20,21)	1	(28,30,32)
516	2	6	(39,39,39)	8	(38,38,38)	0	(15,15,15)	12	(26,27,28)	10	(20,22,24)	9	(26,27,28)	2	(31,32,33)	4	(38,40,42)	3	(12,12,12)	13	(20,20,20)	14	(19,21,23)	11	(22,22,22)	5	(17,17,17)	7	(35,38,41)	1	(24,27,30)
462	2	11	(10,11,12)	13	(24,24,24)	10	(35,38,41)	8	(13,15,17)	9	(18,19,20)	14	(13,13,13)	5	(28,30,32)	0	(25,26,27)	2	(28,29,30)	6	(31,33,35)	12	(19,21,23)	1	(15,15,15)	3	(19,21,23)	4	(27,28,29)	7	(31,33,35)
423	2	8	(18,20,22)	6	(16,17,18)	5	(23,26,29)	3	(30,34,38)	9	(22,23,24)	0	(15,16,17)	2	(16,18,20)	4	(32,35,38)	12	(23,24,25)	10	(15,16,17)	11	(25,26,27)	7	(12,12,12)	14	(13,13,13)	13	(24,27,30)	1	(18,19,20)
542	2	1	(17,18,19)	7	(32,37,42)	14	(26,27,28)	9	(36,40,44)	5	(36,40,44)	6	(17,17,17)	8	(20,22,24)	3	(17,17,17)	10	(30,30,30)	0	(36,38,40)	4	(20,21,22)	12	(30,32,34)	11	(22,24,26)	13	(23,24,25)	2	(27,30,33)
