20	20
1530	4	7	(78,86,94)	13	(41,43,45)	17	(61,61,61)	6	(86,99,112)	8	(7,7,7)	11	(63,70,77)	4	(20,21,22)	3	(2,2,2)	12	(84,88,92)	18	(33,38,43)	9	(59,65,71)	2	(70,81,92)	0	(35,38,41)	1	(49,51,53)	10	(74,81,88)	16	(35,37,39)	15	(68,72,76)	14	(86,94,102)	5	(42,44,46)	19	(92,99,106)
1498	4	7	(79,80,81)	17	(58,66,74)	16	(80,90,100)	10	(80,83,86)	0	(82,89,96)	15	(7,7,7)	12	(54,55,56)	1	(16,17,18)	2	(13,13,13)	9	(41,45,49)	18	(25,28,31)	5	(69,73,77)	3	(40,44,48)	6	(64,65,66)	19	(48,50,52)	14	(83,84,85)	4	(63,70,77)	11	(69,71,73)	8	(28,32,36)	13	(82,91,100)
1517	4	11	(88,90,92)	17	(39,43,47)	19	(35,37,39)	0	(69,71,73)	2	(56,64,72)	4	(88,88,88)	8	(24,27,30)	14	(26,30,34)	10	(32,34,36)	3	(96,99,102)	5	(9,10,11)	12	(39,44,49)	18	(85,99,113)	15	(82,94,106)	1	(93,96,99)	16	(88,98,108)	6	(38,44,50)	7	(7,7,7)	9	(33,33,33)	13	(59,59,59)
1154	4	2	(33,34,35)	7	(47,52,57)	17	(5,5,5)	12	(4,4,4)	1	(72,84,96)	16	(51,54,57)	13	(3,3,3)	6	(92,97,102)	19	(36,39,42)	3	(9,9,9)	18	(9,9,9)	11	(91,91,91)	5	(59,60,61)	0	(4,4,4)	4	(61,63,65)	14	(3,3,3)	8	(30,35,40)	10	(77,79,81)	15	(63,66,69)	9	(95,97,99)
1296	2	3	(51,52,53)	5	(45,51,57)	12	(68,72,76)	0	(22,24,26)	10	(90,96,102)	17	(49,54,59)	16	(51,51,51)	2	(58,61,64)	7	(88,92,96)	8	(73,81,89)	9	(72,74,76)	18	(43,49,55)	19	(24,24,24)	4	(58,59,60)	13	(4,4,4)	11	(19,21,23)	1	(74,78,82)	6	(2,2,2)	15	(3,3,3)	14	(49,49,49)
1431	2	9	(37,42,47)	13	(42,47,52)	6	(10,10,10)	0	(27,27,27)	7	(34,38,42)	18	(80,92,104)	12	(81,88,95)	17	(16,16,16)	19	(3,3,3)	10	(51,56,61)	3	(73,80,87)	4	(10,10,10)	16	(25,26,27)	1	(70,78,86)	15	(65,69,73)	8	(85,91,97)	2	(77,82,87)	11	(77,77,77)	14	(70,73,76)	5	(95,96,97)
1586	2	7	(18,19,20)	3	(34,38,42)	5	(77,83,89)	17	(46,50,54)	14	(28,31,34)	19	(76,87,98)	8	(66,67,68)	9	(89,99,109)	13	(66,69,72)	11	(73,77,81)	1	(4,4,4)	12	(31,31,31)	16	(85,96,107)	0	(72,77,82)	2	(73,80,87)	18	(63,68,73)	15	(74,74,74)	4	(75,86,97)	10	(30,30,30)	6	(52,54,56)
1197	2	15	(23,25,27)	16	(45,47,49)	12	(9,10,11)	5	(15,16,17)	4	(76,83,90)	9	(61,62,63)	18	(3,3,3)	3	(35,38,41)	8	(87,87,87)	19	(17,19,21)	17	(95,98,101)	6	(2,2,2)	13	(56,58,60)	11	(27,30,33)	0	(22,22,22)	7	(51,55,59)	14	(75,80,85)	10	(64,69,74)	1	(75,77,79)	2	(38,40,42)
1303	2	2	(16,17,18)	5	(94,98,102)	6	(24,25,26)	19	(41,41,41)	4	(60,62,64)	18	(27,28,29)	1	(47,52,57)	0	(5,5,5)	8	(25,25,25)	9	(34,37,40)	7	(82,93,104)	12	(63,63,63)	13	(22,23,24)	14	(51,58,65)	17	(84,92,100)	15	(65,70,75)	16	(80,90,100)	3	(28,29,30)	10	(26,26,26)	11	(65,69,73)
1493	2	19	(38,41,44)	0	(61,65,69)	17	(30,34,38)	14	(4,4,4)	7	(68,73,78)	11	(78,79,80)	8	(54,58,62)	6	(14,14,14)	12	(92,97,102)	4	(70,71,72)	10	(91,97,103)	2	(85,95,105)	16	(51,58,65)	13	(12,12,12)	3	(15,17,19)	9	(63,66,69)	1	(73,78,83)	15	(61,68,75)	18	(59,69,79)	5	(48,53,58)
