30	20
1872	4	11	(37,38,39)	18	(63,65,67)	19	(79,92,105)	9	(13,13,13)	1	(53,61,69)	10	(53,56,59)	3	(92,95,98)	13	(66,77,88)	7	(40,40,40)	5	(22,23,24)	15	(82,87,92)	0	(90,96,102)	4	(90,95,100)	6	(49,51,53)	8	(98,98,98)	17	(39,44,49)	16	(10,10,10)	2	(55,57,59)	14	(43,44,45)	12	(26,28,30)
1753	4	8	(73,81,89)	15	(36,37,38)	18	(13,13,13)	16	(45,48,51)	6	(7,7,7)	0	(77,87,97)	2	(11,12,13)	11	(23,23,23)	13	(76,83,90)	7	(69,69,69)	10	(26,26,26)	19	(60,61,62)	9	(16,16,16)	12	(57,60,63)	3	(73,79,85)	17	(45,52,59)	14	(83,84,85)	4	(86,93,100)	5	(66,73,80)	1	(83,92,101)
1577	4	17	(66,70,74)	18	(1,1,1)	2	(67,72,77)	4	(34,36,38)	14	(65,66,67)	7	(63,65,67)	10	(56,62,68)	12	(88,98,108)	13	(21,22,23)	0	(65,65,65)	19	(25,26,27)	15	(82,89,96)	5	(11,12,13)	16	(47,52,57)	1	(73,73,73)	11	(52,52,52)	9	(26,28,30)	6	(56,60,64)	8	(10,11,12)	3	(25,26,27)
1931	4	2	(4,4,4)	17	(26,27,28)	4	(62,65,68)	10	(39,39,39)	9	(88,93,98)	6	(11,12,13)	12	(92,92,92)	8	(85,86,87)	5	(8,9,10)	18	(85,87,89)	3	(58,65,72)	7	(71,79,87)	16	(91,92,93)	11	(40,41,42)	19	(96,97,98)	14	(43,45,47)	15	(77,84,91)	13	(88,89,90)	1	(59,64,69)	0	(33,37,41)
1675	4	4	(58,60,62)	11	(79,89,99)	18	(15,16,17)	9	(22,24,26)	2	(46,49,52)	12	(82,93,104)	16	(69,80,91)	5	(34,35,36)	7	(60,61,62)	6	(40,46,52)	8	(36,36,36)	15	(64,68,72)	3	(20,23,26)	13	(12,13,14)	14	(47,51,55)	10	(25,25,25)	0	(71,76,81)	1	(46,46,46)	19	(98,98,98)	17	(51,58,65)
1624	4	4	(35,35,35)	6	(17,18,19)	16	(62,72,82)	18	(83,86,89)	14	(99,99,99)	2	(46,52,58)	7	(46,48,50)	9	(84,98,112)	1	(56,58,60)	15	(7,7,7)	10	(25,26,27)	12	(15,15,15)	5	(3,3,3)	8	(36,37,38)	19	(89,92,95)	13	(9,9,9)	17	(56,63,70)	3	(19,20,21)	0	(89,91,93)	11	(80,86,92)
1315	2	19	(49,56,63)	14	(10,10,10)	11	(54,62,70)	3	(8,8,8)	6	(49,50,51)	9	(17,19,21)	15	(47,53,59)	4	(67,69,71)	2	(64,67,70)	12	(8,8,8)	17	(10,10,10)	10	(20,22,24)	13	(39,40,41)	8	(76,85,94)	0	(38,44,50)	16	(21,22,23)	7	(1,1,1)	1	(85,90,95)	5	(46,47,48)	18	(56,59,62)
1752	2	6	(81,82,83)	9	(72,83,94)	17	(75,75,75)	12	(83,89,95)	16	(71,72,73)	5	(37,39,41)	0	(41,47,53)	8	(37,39,41)	1	(14,15,16)	3	(1,1,1)	14	(58,64,70)	13	(59,66,73)	7	(16,17,18)	2	(61,68,75)	4	(40,43,46)	15	(54,63,72)	18	(87,96,105)	11	(34,37,40)	10	(64,64,64)	19	(34,35,36)
1758	2	10	(53,58,63)	16	(45,48,51)	17	(17,19,21)	5	(15,17,19)	15	(31,33,35)	18	(28,29,30)	14	(43,46,49)	2	(80,81,82)	0	(10,11,12)	1	(82,88,94)	4	(56,58,60)	13	(61,70,79)	7	(89,99,109)	12	(84,96,108)	9	(89,90,91)	6	(44,46,48)	8	(68,69,70)	3	(86,92,98)	19	(4,4,4)	11	(44,45,46)
1782	2	6	(72,74,76)	11	(76,78,80)	15	(79,79,79)	17	(42,44,46)	14	(2,2,2)	9	(62,63,64)	7	(64,68,72)	10	(51,57,63)	16	(31,33,35)	19	(88,90,92)	8	(68,69,70)	1	(87,91,95)	4	(34,35,36)	13	(70,80,90)	5	(23,26,29)	0	(38,44,50)	3	(87,91,95)	12	(25,27,29)	18	(2,2,2)	2	(53,61,69)
