30	20
1587	4	5	(45,51,57)	0	(83,93,103)	6	(47,49,51)	16	(1,1,1)	2	(51,52,53)	15	(25,26,27)	19	(70,74,78)	10	(56,59,62)	12	(38,44,50)	13	(8,8,8)	4	(79,81,83)	3	(90,95,100)	9	(64,68,72)	17	(53,57,61)	18	(49,57,65)	1	(36,40,44)	7	(16,17,18)	8	(83,92,101)	14	(85,88,91)	11	(6,6,6)
1278	4	17	(67,75,83)	11	(20,22,24)	16	(11,11,11)	13	(46,49,52)	1	(31,31,31)	7	(30,32,34)	4	(5,5,5)	14	(50,51,52)	10	(13,14,15)	8	(38,43,48)	2	(43,43,43)	19	(24,24,24)	3	(80,83,86)	12	(62,67,72)	6	(2,2,2)	5	(40,45,50)	0	(72,75,78)	15	(32,35,38)	9	(49,50,51)	18	(95,95,95)
1461	4	15	(76,80,84)	9	(13,13,13)	18	(35,36,37)	19	(48,51,54)	1	(58,63,68)	16	(54,58,62)	17	(30,30,30)	8	(68,75,82)	0	(71,72,73)	14	(85,92,99)	13	(13,13,13)	2	(13,13,13)	7	(84,92,100)	3	(11,12,13)	12	(68,76,84)	11	(28,29,30)	5	(57,64,71)	6	(56,58,60)	10	(25,26,27)	4	(21,21,21)
1761	4	13	(81,91,101)	1	(93,95,97)	19	(45,51,57)	2	(65,75,85)	10	(79,89,99)	6	(56,56,56)	8	(64,74,84)	3	(53,60,67)	0	(80,86,92)	16	(64,70,76)	9	(97,97,97)	5	(11,11,11)	14	(55,61,67)	17	(59,68,77)	15	(41,43,45)	11	(5,5,5)	12	(17,17,17)	4	(18,18,18)	18	(14,14,14)	7	(91,93,95)
1806	4	13	(35,40,45)	3	(8,9,10)	2	(74,80,86)	19	(75,82,89)	1	(64,67,70)	0	(29,33,37)	15	(79,84,89)	6	(36,39,42)	18	(47,48,49)	14	(79,89,99)	5	(90,95,100)	16	(53,60,67)	17	(4,4,4)	9	(93,99,105)	11	(88,92,96)	10	(46,52,58)	12	(72,79,86)	7	(9,9,9)	4	(87,89,91)	8	(51,54,57)
1572	4	6	(48,55,62)	17	(63,70,77)	14	(84,95,106)	19	(57,60,63)	7	(9,9,9)	12	(78,82,86)	3	(52,52,52)	18	(29,30,31)	5	(6,6,6)	11	(24,27,30)	8	(56,57,58)	0	(89,89,89)	1	(59,63,67)	15	(26,29,32)	16	(48,55,62)	10	(35,37,39)	13	(62,66,70)	4	(15,16,17)	2	(76,87,98)	9	(59,63,67)
1746	2	0	(42,44,46)	10	(43,47,51)	15	(89,90,91)	11	(32,35,38)	17	(75,79,83)	14	(51,57,63)	5	(56,58,60)	6	(86,98,110)	8	(62,62,62)	3	(7,8,9)	9	(27,31,35)	16	(87,94,101)	12	(45,49,53)	2	(88,90,92)	1	(10,11,12)	19	(55,63,71)	18	(22,22,22)	13	(39,44,49)	7	(90,96,102)	4	(80,86,92)
1431	2	9	(63,63,63)	10	(69,80,91)	8	(69,72,75)	13	(79,83,87)	16	(25,25,25)	18	(54,55,56)	15	(62,68,74)	3	(37,42,47)	6	(60,70,80)	5	(63,64,65)	1	(23,24,25)	11	(7,7,7)	14	(45,45,45)	0	(12,12,12)	7	(17,17,17)	17	(8,8,8)	2	(40,41,42)	12	(86,88,90)	4	(7,7,7)	19	(78,83,88)
1507	2	4	(68,68,68)	6	(95,99,103)	19	(36,37,38)	5	(29,33,37)	2	(71,72,73)	9	(89,98,107)	16	(90,92,94)	18	(25,28,31)	7	(13,14,15)	8	(14,16,18)	12	(90,99,108)	1	(9,9,9)	15	(84,93,102)	13	(25,25,25)	17	(8,8,8)	10	(59,64,69)	0	(4,4,4)	14	(68,74,80)	3	(34,35,36)	11	(35,37,39)
1429	2	17	(78,79,80)	1	(31,34,37)	12	(33,36,39)	5	(72,83,94)	2	(44,48,52)	3	(23,23,23)	8	(2,2,2)	7	(5,5,5)	6	(15,16,17)	9	(73,76,79)	19	(9,10,11)	15	(94,95,96)	14	(11,12,13)	10	(85,94,103)	4	(44,46,48)	18	(51,53,55)	11	(32,35,38)	16	(72,73,74)	13	(75,78,81)	0	(50,55,60)
