20	10
740	4	8	(13,14,15)	2	(35,38,41)	7	(39,44,49)	0	(69,76,83)	5	(97,97,97)	3	(12,12,12)	4	(68,75,82)	6	(61,66,71)	9	(11,12,13)	1	(25,29,33)
1156	4	0	(40,43,46)	2	(82,85,88)	3	(80,82,84)	5	(35,38,41)	4	(57,58,59)	9	(77,89,101)	8	(89,92,95)	6	(86,87,88)	7	(62,69,76)	1	(72,80,88)
603	4	3	(38,41,44)	7	(7,7,7)	9	(5,5,5)	0	(39,43,47)	2	(14,14,14)	4	(8,8,8)	5	(58,61,64)	1	(84,84,84)	8	(64,66,68)	6	(47,48,49)
883	4	2	(39,42,45)	3	(72,74,76)	4	(55,59,63)	6	(36,41,46)	1	(8,8,8)	9	(68,73,78)	8	(39,43,47)	0	(88,96,104)	5	(17,19,21)	7	(87,97,107)
640	2	7	(23,23,23)	8	(38,42,46)	4	(35,37,39)	6	(54,55,56)	0	(6,7,8)	5	(5,5,5)	2	(67,70,73)	9	(35,38,41)	3	(74,75,76)	1	(47,48,49)
868	2	8	(9,9,9)	6	(39,43,47)	7	(30,31,32)	4	(25,25,25)	5	(73,73,73)	3	(91,95,99)	0	(76,79,82)	2	(65,72,79)	9	(52,60,68)	1	(52,56,60)
875	2	1	(6,7,8)	5	(19,21,23)	8	(52,53,54)	6	(16,16,16)	4	(89,94,99)	0	(89,97,105)	3	(70,78,86)	2	(60,64,68)	7	(84,86,88)	9	(31,31,31)
892	2	2	(57,65,73)	6	(54,59,64)	7	(78,85,92)	1	(31,33,35)	4	(30,30,30)	8	(40,44,48)	0	(53,61,69)	3	(80,86,92)	9	(62,63,64)	5	(30,32,34)
854	2	6	(41,45,49)	2	(44,44,44)	5	(56,61,66)	8	(90,93,96)	1	(28,30,32)	7	(89,90,91)	9	(81,84,87)	4	(11,11,11)	3	(15,16,17)	0	(53,60,67)
545	2	4	(46,47,48)	7	(34,36,38)	8	(28,31,34)	1	(43,49,55)	3	(19,20,21)	2	(28,28,28)	6	(52,52,52)	9	(35,35,35)	5	(11,11,11)	0	(28,32,36)
828	2	2	(69,77,85)	4	(10,10,10)	9	(62,68,74)	5	(17,17,17)	0	(75,85,95)	1	(77,84,91)	8	(19,20,21)	6	(42,49,56)	7	(69,74,79)	3	(33,34,35)
675	2	0	(17,17,17)	5	(7,7,7)	1	(80,85,90)	3	(26,29,32)	2	(15,17,19)	4	(70,76,82)	6	(56,59,62)	8	(67,71,75)	9	(12,13,14)	7	(45,48,51)
584	2	6	(79,87,95)	4	(37,39,41)	8	(37,43,49)	7	(11,11,11)	2	(15,15,15)	3	(32,32,32)	5	(55,64,73)	0	(18,19,20)	1	(38,39,40)	9	(16,16,16)
1081	2	5	(32,33,34)	3	(91,99,107)	6	(29,32,35)	4	(89,91,93)	8	(75,82,89)	2	(82,92,102)	9	(86,99,112)	7	(54,57,60)	1	(83,83,83)	0	(8,8,8)
784	2	3	(79,91,103)	5	(35,39,43)	2	(69,69,69)	8	(27,27,27)	7	(7,7,7)	6	(20,21,22)	1	(35,38,41)	9	(56,62,68)	4	(82,88,94)	0	(47,48,49)
876	2	2	(62,67,72)	7	(70,80,90)	3	(24,24,24)	0	(81,88,95)	4	(18,18,18)	1	(40,44,48)	8	(42,45,48)	9	(57,64,71)	5	(78,80,82)	6	(33,38,43)
678	1	9	(53,59,65)	3	(66,72,78)	6	(44,47,50)	4	(37,40,43)	7	(21,21,21)	5	(42,43,44)	0	(49,51,53)	8	(48,52,56)	1	(24,24,24)	2	(15,15,15)
771	1	3	(62,70,78)	2	(28,31,34)	6	(20,20,20)	8	(74,76,78)	1	(40,40,40)	7	(40,43,46)	0	(28,32,36)	5	(82,88,94)	9	(5,5,5)	4	(72,77,82)
878	1	4	(44,47,50)	5	(58,64,70)	9	(85,85,85)	3	(48,49,50)	7	(53,58,63)	1	(23,26,29)	0	(31,32,33)	8	(74,80,86)	2	(14,14,14)	6	(88,94,100)
667	1	5	(57,59,61)	2	(93,96,99)	0	(5,5,5)	7	(69,79,89)	8	(33,34,35)	4	(69,75,81)	3	(23,26,29)	6	(9,9,9)	9	(23,23,23)	1	(11,11,11)
