15	15
1182	4	9	(56,65,74)	10	(26,28,30)	4	(70,74,78)	12	(30,33,36)	2	(47,51,55)	14	(70,75,80)	5	(71,73,75)	8	(29,32,35)	6	(12,13,14)	3	(74,81,88)	1	(31,35,39)	7	(59,59,59)	13	(33,38,43)	11	(48,55,62)	0	(25,27,29)
1078	4	0	(62,64,66)	1	(53,53,53)	11	(82,83,84)	2	(31,33,35)	4	(6,6,6)	9	(49,52,55)	14	(70,72,74)	8	(6,7,8)	13	(79,90,101)	12	(21,21,21)	6	(23,23,23)	3	(10,10,10)	10	(35,39,43)	5	(49,49,49)	7	(72,72,72)
1528	4	14	(69,73,77)	3	(80,82,84)	1	(20,23,26)	12	(55,62,69)	6	(87,88,89)	5	(19,21,23)	8	(57,65,73)	11	(69,70,71)	7	(51,53,55)	10	(73,81,89)	2	(91,93,95)	13	(77,77,77)	0	(58,61,64)	9	(27,28,29)	4	(77,78,79)
1027	2	1	(11,12,13)	6	(50,51,52)	7	(32,33,34)	4	(15,15,15)	14	(72,72,72)	10	(87,98,109)	9	(82,94,106)	5	(12,12,12)	11	(37,42,47)	2	(22,24,26)	13	(14,15,16)	8	(26,28,30)	3	(6,6,6)	12	(91,99,107)	0	(38,41,44)
1220	2	12	(95,97,99)	5	(7,7,7)	9	(84,96,108)	4	(15,15,15)	14	(64,73,82)	13	(39,43,47)	0	(30,32,34)	8	(20,22,24)	11	(42,42,42)	1	(94,94,94)	2	(21,23,25)	7	(74,86,98)	6	(72,78,84)	10	(24,24,24)	3	(31,31,31)
1246	2	1	(69,72,75)	5	(79,88,97)	2	(81,93,105)	13	(13,13,13)	4	(42,44,46)	14	(57,66,75)	6	(61,63,65)	7	(13,14,15)	9	(63,67,71)	10	(17,17,17)	11	(76,85,94)	0	(35,35,35)	3	(65,68,71)	12	(5,5,5)	8	(48,49,50)
1228	2	9	(15,15,15)	7	(79,82,85)	6	(21,21,21)	14	(48,53,58)	3	(68,72,76)	13	(49,49,49)	2	(88,99,110)	4	(25,26,27)	12	(49,56,63)	8	(44,45,46)	1	(63,68,73)	10	(49,51,53)	0	(8,8,8)	5	(25,27,29)	11	(84,96,108)
1136	2	3	(51,54,57)	7	(21,24,27)	4	(13,14,15)	8	(38,38,38)	5	(33,36,39)	2	(50,52,54)	14	(53,55,57)	12	(35,37,39)	11	(46,48,50)	0	(81,93,105)	13	(59,60,61)	10	(69,70,71)	1	(23,23,23)	6	(21,23,25)	9	(72,83,94)
1019	2	3	(12,12,12)	8	(60,69,78)	6	(23,26,29)	9	(22,23,24)	14	(26,28,30)	1	(80,82,84)	5	(29,33,37)	4	(44,45,46)	13	(55,64,73)	7	(13,15,17)	11	(8,9,10)	12	(70,73,76)	10	(56,59,62)	2	(33,37,41)	0	(57,62,67)
1289	2	0	(87,87,87)	5	(12,12,12)	7	(80,80,80)	4	(48,50,52)	10	(45,48,51)	12	(78,90,102)	1	(69,72,75)	13	(23,24,25)	6	(14,14,14)	8	(71,71,71)	11	(42,44,46)	9	(43,46,49)	2	(15,15,15)	14	(53,61,69)	3	(81,92,103)
1328	2	2	(48,54,60)	0	(22,22,22)	6	(53,61,69)	4	(44,46,48)	3	(65,73,81)	5	(16,16,16)	12	(6,6,6)	9	(84,94,104)	14	(90,93,96)	13	(65,67,69)	8	(47,54,61)	7	(72,75,78)	11	(30,32,34)	10	(36,40,44)	1	(83,97,111)
1124	2	10	(81,92,103)	14	(36,36,36)	4	(22,22,22)	9	(9,9,9)	3	(42,47,52)	1	(77,77,77)	12	(78,79,80)	13	(31,36,41)	6	(30,30,30)	8	(84,98,112)	11	(68,79,90)	7	(7,7,7)	5	(49,55,61)	2	(6,6,6)	0	(27,30,33)
1436	1	0	(48,49,50)	13	(71,83,95)	3	(66,73,80)	6	(74,82,90)	1	(71,82,93)	14	(92,92,92)	11	(63,73,83)	4	(31,31,31)	10	(32,35,38)	9	(52,54,56)	5	(6,7,8)	8	(33,37,41)	7	(63,72,81)	2	(46,52,58)	12	(66,76,86)
1344	1	10	(95,98,101)	12	(32,34,36)	13	(52,52,52)	4	(26,26,26)	1	(27,28,29)	3	(39,39,39)	8	(76,80,84)	5	(27,29,31)	9	(70,70,70)	0	(40,43,46)	6	(47,48,49)	7	(56,58,60)	2	(41,45,49)	14	(83,94,105)	11	(96,96,96)
1164	1	1	(66,70,74)	10	(16,17,18)	6	(83,90,97)	12	(64,67,70)	4	(14,14,14)	8	(22,23,24)	3	(19,21,23)	7	(16,18,20)	13	(39,43,47)	11	(80,84,88)	5	(26,26,26)	9	(35,36,37)	2	(91,93,95)	14	(76,84,92)	0	(38,42,46)
