20	20
1477	4	1	(28,30,32)	18	(74,80,86)	4	(32,34,36)	15	(90,92,94)	16	(25,29,33)	19	(93,96,99)	0	(25,25,25)	10	(46,49,52)	5	(65,67,69)	14	(48,53,58)	13	(19,20,21)	7	(46,52,58)	8	(27,29,31)	6	(48,51,54)	2	(35,35,35)	11	(35,38,41)	3	(17,18,19)	9	(42,43,44)	12	(45,46,47)	17	(87,98,109)
1596	4	4	(72,73,74)	2	(64,68,72)	3	(3,3,3)	14	(91,98,105)	1	(65,68,71)	0	(8,8,8)	13	(15,15,15)	17	(76,88,100)	18	(62,72,82)	16	(18,20,22)	5	(89,89,89)	10	(56,59,62)	9	(67,68,69)	15	(62,63,64)	19	(40,41,42)	11	(27,30,33)	8	(41,43,45)	6	(70,80,90)	7	(58,64,70)	12	(13,14,15)
1671	4	1	(6,6,6)	16	(31,36,41)	8	(83,88,93)	18	(71,71,71)	13	(46,51,56)	14	(56,63,70)	6	(32,32,32)	0	(15,16,17)	9	(61,63,65)	15	(7,7,7)	19	(16,18,20)	3	(86,90,94)	12	(50,55,60)	5	(23,25,27)	4	(71,72,73)	11	(88,92,96)	10	(84,88,92)	7	(60,69,78)	2	(87,89,91)	17	(73,83,93)
1591	4	19	(55,58,61)	3	(31,35,39)	4	(74,79,84)	9	(43,43,43)	1	(82,86,90)	2	(47,50,53)	18	(59,64,69)	8	(79,88,97)	6	(55,57,59)	16	(24,25,26)	13	(65,73,81)	14	(18,18,18)	12	(4,4,4)	5	(60,69,78)	7	(36,40,44)	11	(25,28,31)	15	(33,37,41)	10	(40,42,44)	17	(80,82,84)	0	(77,83,89)
1651	2	15	(2,2,2)	12	(35,41,47)	1	(12,13,14)	10	(66,75,84)	0	(28,31,34)	19	(61,66,71)	11	(65,72,79)	13	(65,66,67)	2	(84,96,108)	14	(43,45,47)	17	(26,29,32)	6	(48,49,50)	16	(91,96,101)	3	(48,50,52)	7	(34,38,42)	4	(69,80,91)	8	(83,90,97)	9	(36,36,36)	18	(44,50,56)	5	(65,76,87)
1417	2	3	(14,15,16)	7	(31,31,31)	9	(76,89,102)	0	(77,87,97)	5	(54,55,56)	6	(47,49,51)	14	(20,23,26)	16	(17,19,21)	4	(35,38,41)	2	(85,93,101)	19	(74,75,76)	12	(45,45,45)	13	(65,75,85)	18	(71,72,73)	1	(63,65,67)	11	(6,6,6)	17	(16,16,16)	10	(24,24,24)	8	(23,24,25)	15	(39,44,49)
1486	2	17	(4,4,4)	3	(20,22,24)	11	(95,99,103)	9	(9,10,11)	4	(78,85,92)	13	(79,79,79)	16	(2,2,2)	8	(48,54,60)	0	(75,80,85)	18	(2,2,2)	1	(51,58,65)	19	(32,33,34)	10	(83,92,101)	5	(81,93,105)	6	(86,94,102)	15	(30,34,38)	14	(32,36,40)	12	(43,48,53)	7	(51,54,57)	2	(12,12,12)
1387	2	17	(18,19,20)	13	(2,2,2)	16	(7,7,7)	4	(57,60,63)	11	(35,36,37)	7	(11,11,11)	12	(97,97,97)	6	(54,57,60)	8	(68,71,74)	10	(52,60,68)	2	(19,20,21)	18	(65,68,71)	0	(50,53,56)	9	(54,54,54)	15	(54,59,64)	1	(15,16,17)	3	(58,60,62)	5	(60,68,76)	14	(60,65,70)	19	(40,42,44)
1594	2	0	(57,57,57)	11	(16,16,16)	1	(87,92,97)	18	(85,99,113)	2	(81,82,83)	13	(83,91,99)	9	(12,12,12)	7	(17,19,21)	8	(51,59,67)	15	(41,43,45)	16	(18,20,22)	12	(74,84,94)	14	(23,24,25)	10	(75,80,85)	6	(60,60,60)	17	(78,82,86)	3	(61,62,63)	5	(31,32,33)	4	(26,29,32)	19	(18,20,22)
1588	2	9	(74,76,78)	3	(76,78,80)	6	(78,78,78)	12	(37,42,47)	0	(3,3,3)	13	(29,30,31)	2	(7,7,7)	1	(71,82,93)	17	(58,62,66)	16	(13,13,13)	18	(81,84,87)	19	(19,22,25)	4	(73,78,83)	11	(72,80,88)	14	(50,58,66)	7	(52,53,54)	15	(6,6,6)	5	(73,85,97)	8	(23,23,23)	10	(86,99,112)
1726	2	12	(73,83,93)	10	(9,9,9)	16	(66,72,78)	9	(86,88,90)	18	(81,84,87)	7	(86,87,88)	8	(74,78,82)	0	(62,65,68)	6	(20,23,26)	3	(7,7,7)	15	(30,35,40)	1	(82,94,106)	5	(33,33,33)	4	(10,10,10)	17	(6,6,6)	14	(82,85,88)	13	(80,88,96)	19	(18,18,18)	11	(82,94,106)	2	(84,92,100)
