15	10
740	4	8	(13,14,15)	4	(68,75,82)	3	(12,12,12)	2	(35,38,41)	0	(72,76,80)	5	(94,97,100)	9	(11,12,13)	1	(27,29,31)	7	(39,44,49)	6	(65,66,67)
1156	4	5	(35,38,41)	3	(79,82,85)	2	(81,85,89)	4	(58,58,58)	6	(83,87,91)	9	(89,89,89)	0	(39,43,47)	1	(79,80,81)	7	(68,69,70)	8	(92,92,92)
603	4	9	(5,5,5)	1	(83,84,85)	0	(41,43,45)	6	(46,48,50)	4	(7,8,9)	7	(7,7,7)	3	(40,41,42)	5	(60,61,62)	8	(63,66,69)	2	(13,14,15)
883	2	2	(39,42,45)	1	(8,8,8)	0	(90,96,102)	5	(17,19,21)	4	(52,59,66)	7	(90,97,104)	9	(64,73,82)	8	(42,43,44)	3	(64,74,84)	6	(36,41,46)
640	2	6	(50,55,60)	2	(70,70,70)	3	(68,75,82)	8	(38,42,46)	4	(34,37,40)	7	(21,23,25)	1	(42,48,54)	5	(5,5,5)	9	(33,38,43)	0	(7,7,7)
868	2	8	(9,9,9)	2	(66,72,78)	7	(29,31,33)	0	(74,79,84)	5	(70,73,76)	3	(91,95,99)	4	(25,25,25)	6	(38,43,48)	9	(56,60,64)	1	(51,56,61)
875	2	0	(97,97,97)	2	(60,64,68)	3	(68,78,88)	5	(21,21,21)	4	(81,94,107)	9	(30,31,32)	8	(48,53,58)	6	(16,16,16)	7	(76,86,96)	1	(7,7,7)
892	2	3	(77,86,95)	7	(75,85,95)	9	(62,63,64)	0	(54,61,68)	2	(57,65,73)	4	(28,30,32)	5	(28,32,36)	1	(29,33,37)	8	(41,44,47)	6	(52,59,66)
854	2	2	(43,44,45)	3	(16,16,16)	4	(10,11,12)	6	(39,45,51)	1	(30,30,30)	9	(79,84,89)	8	(91,93,95)	0	(53,60,67)	5	(56,61,66)	7	(80,90,100)
545	2	7	(34,36,38)	8	(30,31,32)	4	(43,47,51)	6	(51,52,53)	0	(28,32,36)	5	(10,11,12)	2	(25,28,31)	9	(31,35,39)	3	(20,20,20)	1	(43,49,55)
828	2	8	(18,20,22)	6	(44,49,54)	7	(74,74,74)	4	(10,10,10)	5	(17,17,17)	3	(30,34,38)	0	(79,85,91)	2	(75,77,79)	9	(67,68,69)	1	(74,84,94)
675	2	1	(75,85,95)	5	(7,7,7)	8	(61,71,81)	6	(51,59,67)	4	(70,76,82)	0	(17,17,17)	3	(29,29,29)	2	(15,17,19)	7	(48,48,48)	9	(13,13,13)
584	1	2	(13,15,17)	6	(80,87,94)	7	(10,11,12)	1	(37,39,41)	4	(35,39,43)	8	(43,43,43)	0	(19,19,19)	3	(29,32,35)	9	(15,16,17)	5	(58,64,70)
1081	1	6	(30,32,34)	2	(82,92,102)	5	(31,33,35)	8	(82,82,82)	1	(79,83,87)	7	(54,57,60)	9	(86,99,112)	4	(91,91,91)	3	(97,99,101)	0	(8,8,8)
784	1	4	(85,88,91)	7	(7,7,7)	8	(27,27,27)	1	(33,38,43)	3	(80,91,102)	2	(63,69,75)	6	(21,21,21)	9	(57,62,67)	5	(35,39,43)	0	(43,48,53)
