20	10
841	4	3	(57,60,63)	4	(47,48,49)	5	(94,95,96)	0	(80,87,94)	1	(66,72,78)	9	(5,5,5)	8	(31,35,39)	7	(39,39,39)	6	(54,54,54)	2	(66,66,66)
651	4	7	(35,37,39)	6	(32,34,36)	0	(97,97,97)	5	(54,55,56)	2	(21,21,21)	3	(20,20,20)	4	(58,59,60)	9	(40,46,52)	8	(18,19,20)	1	(44,46,48)
618	4	4	(44,45,46)	2	(64,73,82)	1	(24,24,24)	8	(27,28,29)	0	(28,28,28)	3	(22,25,28)	5	(22,23,24)	7	(81,83,85)	9	(5,5,5)	6	(72,78,84)
640	4	0	(52,53,54)	2	(12,12,12)	9	(11,12,13)	1	(37,37,37)	8	(31,33,35)	3	(62,71,80)	6	(51,55,59)	5	(27,29,31)	7	(80,87,94)	4	(38,38,38)
673	2	4	(82,90,98)	2	(46,49,52)	9	(25,27,29)	7	(61,65,69)	5	(7,7,7)	6	(20,23,26)	0	(45,48,51)	3	(74,83,92)	8	(16,17,18)	1	(35,40,45)
784	2	3	(80,85,90)	4	(25,25,25)	2	(76,84,92)	6	(59,64,69)	9	(13,13,13)	1	(57,66,75)	7	(40,46,52)	8	(51,59,67)	0	(56,62,68)	5	(18,19,20)
891	2	5	(87,88,89)	6	(63,67,71)	4	(13,14,15)	0	(39,41,43)	1	(72,73,74)	7	(50,57,64)	2	(49,53,57)	3	(77,80,83)	9	(45,47,49)	8	(67,74,81)
849	2	1	(74,78,82)	5	(62,64,66)	4	(56,63,70)	6	(41,46,51)	3	(82,84,86)	0	(81,84,87)	8	(26,28,30)	9	(51,52,53)	7	(26,26,26)	2	(37,41,45)
835	2	1	(11,11,11)	0	(62,64,66)	6	(91,97,103)	9	(33,38,43)	2	(17,17,17)	4	(75,85,95)	5	(73,73,73)	3	(9,10,11)	8	(89,95,101)	7	(67,67,67)
994	2	3	(93,93,93)	2	(91,95,99)	7	(41,43,45)	1	(62,65,68)	8	(32,32,32)	0	(58,59,60)	6	(75,85,95)	5	(42,46,50)	9	(76,85,94)	4	(54,60,66)
847	2	2	(53,61,69)	3	(38,41,44)	5	(46,49,52)	4	(23,23,23)	0	(57,66,75)	7	(43,49,55)	8	(68,70,72)	9	(89,99,109)	1	(88,90,92)	6	(17,17,17)
804	2	4	(13,13,13)	7	(7,7,7)	1	(88,98,108)	8	(52,57,62)	0	(64,73,82)	3	(72,73,74)	2	(63,68,73)	5	(39,40,41)	9	(86,98,110)	6	(9,9,9)
762	2	9	(75,86,97)	6	(70,76,82)	4	(13,14,15)	3	(36,41,46)	1	(75,85,95)	0	(34,37,40)	8	(18,19,20)	2	(15,17,19)	7	(52,54,56)	5	(79,79,79)
1029	2	1	(35,40,45)	2	(46,53,60)	7	(83,97,111)	5	(81,87,93)	8	(93,96,99)	4	(76,84,92)	3	(15,16,17)	6	(64,66,68)	9	(51,52,53)	0	(86,95,104)
738	2	6	(31,33,35)	1	(31,33,35)	3	(80,87,94)	0	(16,18,20)	2	(55,55,55)	8	(12,13,14)	4	(69,77,85)	7	(56,60,64)	9	(40,42,44)	5	(69,74,79)
919	2	7	(90,92,94)	5	(81,91,101)	8	(74,79,84)	2	(49,54,59)	4	(59,69,79)	6	(73,79,85)	3	(31,33,35)	1	(55,61,67)	9	(35,39,43)	0	(16,16,16)
793	1	6	(77,82,87)	1	(39,41,43)	4	(28,28,28)	5	(60,64,68)	2	(70,78,86)	3	(66,76,86)	7	(6,6,6)	8	(45,49,53)	9	(46,47,48)	0	(55,58,61)
825	1	0	(52,52,52)	5	(37,42,47)	8	(23,24,25)	9	(79,91,103)	3	(46,47,48)	6	(86,88,90)	4	(79,91,103)	7	(46,52,58)	2	(27,28,29)	1	(35,35,35)
952	1	5	(70,82,94)	2	(76,76,76)	3	(85,86,87)	6	(86,93,100)	4	(79,84,89)	7	(33,38,43)	8	(89,95,101)	9	(36,37,38)	1	(20,21,22)	0	(21,23,25)
798	1	9	(67,77,87)	4	(8,8,8)	6	(36,42,48)	7	(62,64,66)	0	(66,70,74)	2	(41,45,49)	8	(44,45,46)	5	(24,28,32)	3	(58,67,76)	1	(80,86,92)
