30	20
1615	4	5	(59,59,59)	13	(67,72,77)	3	(81,92,103)	15	(30,35,40)	19	(17,17,17)	9	(42,48,54)	10	(51,57,63)	6	(17,18,19)	12	(47,55,63)	4	(47,51,55)	2	(8,8,8)	14	(63,68,73)	8	(85,90,95)	7	(37,39,41)	16	(73,79,85)	11	(38,40,42)	0	(59,66,73)	17	(55,55,55)	18	(59,62,65)	1	(60,66,72)
1348	4	13	(38,42,46)	2	(59,60,61)	15	(49,52,55)	12	(14,14,14)	4	(79,83,87)	9	(87,95,103)	3	(32,36,40)	7	(25,28,31)	5	(4,4,4)	0	(28,31,34)	8	(13,14,15)	14	(23,23,23)	6	(63,71,79)	19	(88,95,102)	1	(69,69,69)	10	(17,17,17)	18	(12,13,14)	17	(23,23,23)	16	(73,78,83)	11	(44,51,58)
1783	4	8	(81,93,105)	5	(12,12,12)	2	(32,34,36)	18	(29,32,35)	17	(52,59,66)	14	(66,73,80)	0	(41,46,51)	4	(25,25,25)	11	(76,82,88)	3	(85,90,95)	16	(69,70,71)	7	(24,27,30)	6	(71,82,93)	1	(85,85,85)	12	(35,40,45)	15	(31,35,39)	10	(58,61,64)	19	(80,92,104)	13	(97,98,99)	9	(51,53,55)
1533	4	13	(29,31,33)	8	(95,95,95)	0	(36,36,36)	11	(55,61,67)	3	(87,92,97)	14	(24,24,24)	7	(63,70,77)	4	(14,15,16)	18	(67,76,85)	6	(46,50,54)	19	(17,18,19)	5	(28,30,32)	2	(80,93,106)	9	(58,62,66)	10	(72,83,94)	15	(16,16,16)	17	(71,75,79)	1	(26,29,32)	12	(33,35,37)	16	(28,31,34)
1647	4	8	(26,27,28)	6	(9,10,11)	2	(91,93,95)	13	(25,26,27)	16	(63,64,65)	11	(69,70,71)	15	(15,16,17)	12	(43,48,53)	9	(42,46,50)	4	(36,37,38)	19	(78,89,100)	17	(77,83,89)	5	(65,71,77)	3	(69,72,75)	7	(44,45,46)	1	(67,73,79)	10	(91,97,103)	18	(12,12,12)	14	(50,57,64)	0	(58,62,66)
1240	4	1	(9,9,9)	13	(16,16,16)	10	(75,75,75)	0	(20,21,22)	2	(44,49,54)	12	(83,97,111)	19	(5,5,5)	5	(19,20,21)	17	(23,26,29)	16	(50,50,50)	18	(24,26,28)	4	(20,20,20)	15	(7,8,9)	8	(91,96,101)	7	(50,50,50)	6	(79,84,89)	14	(7,7,7)	11	(49,52,55)	3	(65,73,81)	9	(40,43,46)
1429	2	2	(19,20,21)	3	(70,76,82)	16	(3,3,3)	17	(44,45,46)	10	(50,53,56)	15	(6,6,6)	13	(78,83,88)	12	(68,77,86)	9	(19,21,23)	19	(49,52,55)	8	(28,32,36)	0	(26,27,28)	18	(84,93,102)	11	(72,81,90)	14	(69,78,87)	1	(6,6,6)	5	(90,93,96)	7	(60,60,60)	4	(12,12,12)	6	(32,35,38)
1726	2	12	(36,41,46)	10	(57,59,61)	17	(33,37,41)	4	(82,89,96)	3	(84,87,90)	11	(28,32,36)	2	(94,98,102)	19	(24,24,24)	8	(27,30,33)	9	(84,84,84)	13	(49,49,49)	14	(80,84,88)	7	(38,44,50)	18	(16,16,16)	15	(40,43,46)	6	(57,65,73)	16	(42,44,46)	1	(73,83,93)	5	(62,71,80)	0	(67,71,75)
1477	2	10	(43,46,49)	14	(34,36,38)	3	(59,60,61)	0	(59,59,59)	7	(51,53,55)	17	(55,58,61)	19	(8,8,8)	2	(33,33,33)	11	(69,70,71)	16	(91,93,95)	6	(35,38,41)	4	(5,5,5)	18	(67,75,83)	1	(21,23,25)	13	(95,98,101)	5	(82,90,98)	12	(18,18,18)	15	(56,62,68)	8	(4,4,4)	9	(55,56,57)
1299	2	0	(25,27,29)	2	(27,31,35)	3	(42,45,48)	9	(49,57,65)	8	(74,79,84)	12	(13,14,15)	16	(76,82,88)	13	(87,96,105)	4	(4,4,4)	10	(17,17,17)	6	(40,46,52)	19	(3,3,3)	15	(7,7,7)	1	(39,42,45)	5	(24,24,24)	17	(80,86,92)	7	(66,67,68)	14	(68,79,90)	18	(43,43,43)	11	(17,17,17)
1585	2	1	(62,72,82)	4	(51,54,57)	0	(51,51,51)	10	(77,87,97)	15	(49,52,55)	11	(4,4,4)	16	(33,35,37)	9	(62,62,62)	19	(15,15,15)	13	(39,45,51)	14	(75,84,93)	8	(64,65,66)	6	(82,85,88)	17	(47,49,51)	18	(91,98,105)	12	(5,5,5)	2	(74,81,88)	7	(7,8,9)	3	(64,72,80)	5	(32,33,34)
1653	2	6	(30,31,32)	5	(85,86,87)	9	(41,46,51)	10	(3,3,3)	0	(61,63,65)	2	(52,58,64)	3	(70,81,92)	12	(7,7,7)	11	(48,54,60)	7	(39,39,39)	13	(45,46,47)	8	(85,92,99)	19	(87,96,105)	14	(54,57,60)	16	(38,40,42)	4	(45,49,53)	17	(55,57,59)	1	(80,86,92)	18	(18,20,22)	15	(85,91,97)
1533	2	13	(31,35,39)	19	(5,5,5)	11	(39,43,47)	5	(74,84,94)	2	(71,77,83)	15	(18,20,22)	14	(81,84,87)	4	(67,70,73)	3	(68,79,90)	6	(46,52,58)	10	(90,92,94)	1	(30,34,38)	12	(38,39,40)	18	(30,30,30)	9	(58,65,72)	7	(10,11,12)	16	(83,88,93)	17	(31,32,33)	8	(69,80,91)	0	(2,2,2)
1480	2	10	(58,59,60)	3	(33,36,39)	4	(70,72,74)	9	(43,46,49)	17	(42,48,54)	8	(69,72,75)	0	(70,76,82)	19	(45,48,51)	2	(60,69,78)	11	(56,62,68)	12	(29,30,31)	1	(42,48,54)	18	(7,7,7)	15	(88,89,90)	5	(35,37,39)	16	(43,49,55)	6	(28,30,32)	14	(49,52,55)	13	(1,1,1)	7	(54,56,58)
1735	2	4	(17,18,19)	14	(34,35,36)	8	(53,61,69)	15	(20,23,26)	11	(42,46,50)	9	(12,12,12)	10	(38,38,38)	1	(55,59,63)	17	(49,50,51)	16	(75,75,75)	5	(53,60,67)	18	(53,57,61)	6	(61,63,65)	13	(89,89,89)	19	(65,71,77)	12	(45,52,59)	7	(74,83,92)	3	(77,86,95)	2	(80,81,82)	0	(98,98,98)
1638	2	4	(30,33,36)	9	(13,14,15)	18	(18,19,20)	19	(78,84,90)	3	(63,69,75)	17	(54,59,64)	15	(2,2,2)	16	(81,83,85)	5	(12,12,12)	8	(20,21,22)	11	(70,73,76)	14	(74,83,92)	0	(23,26,29)	2	(83,94,105)	1	(62,65,68)	12	(98,98,98)	6	(72,83,94)	10	(42,45,48)	13	(39,40,41)	7	(84,89,94)
1560	2	17	(56,63,70)	10	(65,72,79)	13	(71,80,89)	19	(2,2,2)	0	(88,94,100)	12	(11,11,11)	14	(24,25,26)	18	(10,10,10)	2	(78,90,102)	5	(68,73,78)	11	(19,20,21)	16	(88,92,96)	7	(10,11,12)	4	(73,85,97)	8	(56,63,70)	1	(92,97,102)	15	(38,38,38)	6	(12,13,14)	9	(38,42,46)	3	(56,59,62)
1416	2	19	(86,95,104)	13	(4,4,4)	9	(85,95,105)	3	(6,6,6)	6	(66,67,68)	17	(27,30,33)	7	(80,88,96)	16	(24,26,28)	5	(56,57,58)	14	(56,61,66)	15	(9,9,9)	18	(34,35,36)	0	(23,23,23)	2	(44,47,50)	1	(45,46,47)	12	(89,96,103)	8	(18,19,20)	11	(50,54,58)	10	(66,75,84)	4	(11,11,11)
1638	2	9	(62,64,66)	11	(72,79,86)	17	(82,87,92)	13	(90,91,92)	3	(2,2,2)	1	(57,61,65)	10	(31,31,31)	16	(79,85,91)	0	(52,53,54)	5	(74,77,80)	7	(24,25,26)	6	(81,94,107)	4	(43,43,43)	2	(12,13,14)	18	(37,40,43)	15	(55,59,63)	14	(3,3,3)	19	(80,80,80)	8	(7,7,7)	12	(89,98,107)
1746	2	17	(56,56,56)	8	(11,12,13)	13	(67,74,81)	7	(41,42,43)	4	(87,98,109)	0	(65,75,85)	6	(17,18,19)	9	(94,98,102)	16	(20,20,20)	18	(69,72,75)	11	(32,34,36)	5	(71,74,77)	10	(10,10,10)	12	(97,98,99)	2	(11,12,13)	19	(94,95,96)	15	(29,33,37)	14	(62,69,76)	3	(84,93,102)	1	(81,81,81)
1504	2	17	(67,73,79)	2	(38,38,38)	7	(25,25,25)	16	(80,92,104)	6	(37,38,39)	12	(84,91,98)	14	(88,95,102)	9	(2,2,2)	3	(74,79,84)	18	(38,41,44)	0	(3,3,3)	4	(97,99,101)	5	(76,83,90)	8	(16,18,20)	1	(11,12,13)	19	(68,71,74)	10	(4,4,4)	11	(66,66,66)	15	(18,20,22)	13	(50,53,56)
1530	2	0	(61,61,61)	7	(21,24,27)	16	(23,24,25)	12	(22,22,22)	3	(76,85,94)	6	(50,56,62)	19	(85,98,111)	2	(5,5,5)	10	(28,29,30)	9	(63,73,83)	18	(27,27,27)	8	(89,99,109)	13	(4,4,4)	5	(89,99,109)	11	(55,63,71)	4	(25,25,25)	15	(54,61,68)	1	(47,51,55)	17	(78,84,90)	14	(26,30,34)
1258	2	10	(5,5,5)	18	(16,17,18)	4	(36,40,44)	5	(85,88,91)	12	(27,30,33)	6	(3,3,3)	9	(1,1,1)	1	(91,96,101)	11	(8,9,10)	13	(91,94,97)	8	(68,69,70)	7	(69,72,75)	17	(80,90,100)	0	(13,14,15)	2	(36,41,46)	14	(45,50,55)	19	(60,69,78)	15	(37,38,39)	16	(12,12,12)	3	(1,1,1)
