20	20
17	(24,24,24)	7	(8,8,8)	9	(37,42,47)	12	(77,87,97)	4	(84,95,106)	5	(14,14,14)	14	(30,30,30)	8	(88,89,90)	0	(61,69,77)	2	(32,32,32)	18	(56,59,62)	3	(19,20,21)	10	(24,26,28)	11	(34,35,36)	16	(72,83,94)	13	(23,25,27)	19	(46,48,50)	15	(46,51,56)	1	(54,58,62)	6	(87,99,111)
18	(5,5,5)	10	(31,34,37)	6	(30,32,34)	3	(29,29,29)	4	(43,44,45)	16	(69,79,89)	1	(72,73,74)	14	(12,13,14)	15	(23,25,27)	13	(8,8,8)	11	(37,37,37)	19	(6,6,6)	17	(1,1,1)	8	(31,31,31)	0	(86,97,108)	9	(7,7,7)	2	(45,47,49)	5	(85,91,97)	12	(64,74,84)	7	(38,38,38)
13	(63,67,71)	16	(62,68,74)	8	(41,44,47)	7	(30,31,32)	4	(84,90,96)	3	(27,29,31)	15	(19,21,23)	19	(34,37,40)	18	(74,82,90)	17	(27,27,27)	5	(31,33,35)	1	(1,1,1)	10	(72,73,74)	14	(33,35,37)	12	(73,83,93)	11	(69,79,89)	6	(70,79,88)	9	(79,92,105)	2	(42,44,46)	0	(78,78,78)
13	(12,13,14)	18	(84,85,86)	4	(68,76,84)	6	(77,84,91)	5	(68,77,86)	14	(18,20,22)	9	(60,63,66)	19	(1,1,1)	1	(5,5,5)	3	(5,5,5)	10	(45,50,55)	7	(11,11,11)	12	(8,8,8)	2	(14,14,14)	15	(34,34,34)	11	(19,20,21)	8	(58,58,58)	17	(32,32,32)	16	(53,56,59)	0	(74,74,74)
17	(67,71,75)	10	(11,12,13)	8	(77,79,81)	12	(72,78,84)	3	(25,26,27)	14	(37,38,39)	16	(65,72,79)	15	(78,83,88)	2	(51,51,51)	0	(9,9,9)	7	(39,45,51)	5	(12,13,14)	13	(28,31,34)	19	(90,91,92)	11	(37,40,43)	18	(5,5,5)	6	(88,91,94)	4	(24,24,24)	9	(89,96,103)	1	(71,72,73)
5	(75,83,91)	0	(91,98,105)	19	(80,83,86)	17	(22,22,22)	8	(8,8,8)	7	(25,28,31)	12	(81,93,105)	6	(5,5,5)	1	(76,82,88)	3	(63,65,67)	13	(74,77,80)	16	(48,56,64)	15	(66,66,66)	2	(61,61,61)	14	(71,82,93)	10	(9,9,9)	9	(75,82,89)	11	(30,35,40)	18	(80,83,86)	4	(46,51,56)
17	(37,38,39)	14	(76,78,80)	6	(90,91,92)	8	(20,21,22)	18	(85,88,91)	2	(83,93,103)	16	(15,15,15)	12	(10,10,10)	5	(66,68,70)	0	(69,75,81)	4	(52,53,54)	15	(35,35,35)	7	(10,11,12)	10	(60,68,76)	3	(97,98,99)	19	(50,56,62)	1	(36,37,38)	11	(53,57,61)	9	(15,15,15)	13	(73,83,93)
11	(3,3,3)	1	(91,98,105)	15	(17,19,21)	16	(60,67,74)	2	(30,33,36)	13	(72,78,84)	9	(54,59,64)	14	(2,2,2)	0	(31,32,33)	6	(70,78,86)	18	(96,97,98)	10	(67,77,87)	7	(70,72,74)	5	(32,34,36)	4	(43,45,47)	17	(25,26,27)	3	(74,79,84)	19	(27,28,29)	12	(88,88,88)	8	(17,19,21)
17	(42,46,50)	10	(27,28,29)	7	(89,99,109)	2	(93,95,97)	16	(15,17,19)	13	(82,84,86)	11	(66,68,70)	0	(25,26,27)	8	(30,32,34)	4	(74,85,96)	19	(86,98,110)	3	(54,59,64)	1	(62,67,72)	12	(41,44,47)	5	(76,80,84)	18	(70,70,70)	9	(88,95,102)	14	(61,70,79)	6	(8,9,10)	15	(47,49,51)
18	(24,27,30)	15	(17,17,17)	14	(6,6,6)	12	(54,62,70)	9	(79,90,101)	19	(15,17,19)	10	(58,58,58)	16	(85,94,103)	7	(11,11,11)	17	(60,65,70)	6	(82,96,110)	11	(75,76,77)	0	(50,58,66)	2	(52,60,68)	4	(50,51,52)	8	(45,51,57)	13	(95,98,101)	5	(26,26,26)	3	(88,92,96)	1	(62,66,70)
1	(92,92,92)	0	(8,9,10)	9	(66,71,76)	6	(62,66,70)	19	(55,57,59)	17	(50,56,62)	11	(8,8,8)	18	(72,80,88)	15	(11,11,11)	16	(73,78,83)	14	(48,50,52)	8	(34,37,40)	7	(82,92,102)	13	(5,5,5)	3	(12,13,14)	10	(62,63,64)	12	(19,21,23)	4	(6,6,6)	5	(2,2,2)	2	(24,27,30)
15	(70,70,70)	2	(55,55,55)	10	(12,13,14)	19	(44,50,56)	9	(23,23,23)	3	(75,75,75)	17	(24,24,24)	16	(66,69,72)	13	(67,72,77)	11	(52,53,54)	4	(82,94,106)	6	(24,25,26)	1	(20,21,22)	7	(50,57,64)	14	(16,16,16)	12	(17,17,17)	5	(70,70,70)	18	(34,34,34)	0	(38,42,46)	8	(6,6,6)
6	(90,94,98)	1	(72,80,88)	19	(71,74,77)	14	(65,71,77)	17	(7,8,9)	11	(51,51,51)	10	(87,87,87)	3	(85,86,87)	13	(36,37,38)	2	(82,93,104)	12	(80,82,84)	15	(1,1,1)	4	(67,76,85)	16	(47,49,51)	8	(35,35,35)	18	(41,44,47)	5	(49,50,51)	0	(69,75,81)	9	(63,63,63)	7	(4,4,4)
2	(17,19,21)	10	(37,40,43)	1	(27,30,33)	19	(85,92,99)	5	(10,10,10)	12	(52,60,68)	8	(30,32,34)	14	(64,71,78)	17	(65,73,81)	13	(61,61,61)	11	(28,31,34)	4	(85,94,103)	16	(61,61,61)	18	(76,85,94)	15	(89,91,93)	0	(96,98,100)	6	(32,35,38)	7	(50,55,60)	9	(78,84,90)	3	(81,93,105)
14	(64,68,72)	0	(13,13,13)	8	(30,30,30)	3	(78,83,88)	9	(44,46,48)	10	(8,8,8)	2	(36,41,46)	17	(74,83,92)	4	(32,33,34)	6	(17,19,21)	19	(71,75,79)	1	(35,37,39)	16	(16,17,18)	5	(26,29,32)	12	(5,5,5)	13	(62,62,62)	15	(93,96,99)	7	(7,7,7)	18	(65,73,81)	11	(34,39,44)
8	(46,49,52)	12	(18,19,20)	13	(9,10,11)	10	(58,67,76)	7	(6,6,6)	0	(38,42,46)	4	(77,87,97)	16	(73,83,93)	5	(7,7,7)	15	(44,51,58)	18	(53,55,57)	3	(70,79,88)	9	(21,24,27)	2	(2,2,2)	11	(83,88,93)	19	(79,80,81)	14	(36,37,38)	6	(52,58,64)	1	(19,20,21)	17	(39,45,51)
