30	20
6	(52,59,66)	5	(73,77,81)	15	(70,73,76)	8	(41,46,51)	13	(92,99,106)	2	(7,7,7)	10	(10,11,12)	17	(73,75,77)	11	(27,27,27)	0	(20,22,24)	9	(29,33,37)	1	(64,70,76)	19	(9,9,9)	4	(15,17,19)	16	(33,33,33)	3	(17,17,17)	12	(40,40,40)	7	(70,75,80)	18	(15,15,15)	14	(79,80,81)
2	(15,16,17)	13	(23,25,27)	11	(8,8,8)	4	(37,41,45)	18	(43,48,53)	12	(84,88,92)	16	(36,38,40)	17	(59,61,63)	19	(26,27,28)	14	(72,78,84)	5	(84,84,84)	3	(7,7,7)	1	(16,16,16)	7	(78,90,102)	9	(59,66,73)	6	(41,41,41)	15	(3,3,3)	0	(46,47,48)	8	(31,33,35)	10	(57,57,57)
18	(80,87,94)	16	(14,14,14)	14	(43,49,55)	13	(87,90,93)	0	(84,87,90)	7	(26,29,32)	1	(41,47,53)	19	(61,68,75)	3	(12,12,12)	12	(67,68,69)	15	(66,66,66)	6	(50,58,66)	5	(60,67,74)	2	(85,89,93)	8	(29,32,35)	9	(86,89,92)	4	(2,2,2)	10	(54,63,72)	17	(67,70,73)	11	(69,77,85)
9	(10,10,10)	10	(67,74,81)	5	(55,56,57)	14	(85,88,91)	18	(69,77,85)	2	(71,79,87)	8	(68,69,70)	11	(39,42,45)	12	(12,12,12)	3	(72,76,80)	4	(75,78,81)	1	(72,74,76)	6	(1,1,1)	19	(16,16,16)	13	(32,34,36)	7	(60,60,60)	0	(63,66,69)	16	(69,71,73)	15	(77,77,77)	17	(84,84,84)
8	(81,95,109)	3	(23,24,25)	7	(75,86,97)	9	(54,61,68)	5	(62,67,72)	1	(4,4,4)	17	(24,27,30)	4	(8,8,8)	14	(13,13,13)	15	(12,12,12)	13	(40,43,46)	12	(58,64,70)	16	(6,6,6)	10	(46,50,54)	11	(35,36,37)	0	(40,46,52)	19	(71,71,71)	6	(80,81,82)	2	(38,42,46)	18	(4,4,4)
6	(76,82,88)	8	(92,99,106)	9	(33,34,35)	2	(4,4,4)	13	(89,89,89)	14	(77,84,91)	1	(68,77,86)	3	(48,51,54)	15	(12,12,12)	19	(70,72,74)	4	(33,37,41)	0	(4,4,4)	18	(16,18,20)	10	(88,91,94)	12	(87,99,111)	17	(15,16,17)	5	(6,6,6)	16	(4,4,4)	11	(69,77,85)	7	(88,97,106)
16	(37,37,37)	7	(39,44,49)	12	(75,81,87)	2	(63,72,81)	13	(12,13,14)	6	(57,66,75)	5	(47,52,57)	8	(68,68,68)	3	(4,4,4)	18	(14,14,14)	9	(27,31,35)	15	(81,91,101)	17	(64,71,78)	11	(76,86,96)	14	(4,4,4)	0	(51,55,59)	19	(6,7,8)	10	(8,8,8)	1	(80,89,98)	4	(80,80,80)
9	(32,34,36)	5	(29,32,35)	2	(52,55,58)	8	(59,66,73)	10	(17,18,19)	13	(68,76,84)	4	(29,32,35)	1	(25,28,31)	11	(7,7,7)	17	(75,75,75)	19	(74,77,80)	3	(24,24,24)	14	(81,91,101)	16	(4,4,4)	0	(65,72,79)	7	(76,84,92)	15	(46,50,54)	18	(43,45,47)	12	(22,25,28)	6	(6,6,6)
16	(6,6,6)	4	(83,97,111)	15	(66,68,70)	1	(20,22,24)	11	(81,82,83)	8	(69,74,79)	3	(12,12,12)	6	(71,80,89)	9	(78,79,80)	17	(14,15,16)	0	(43,48,53)	18	(84,91,98)	10	(47,51,55)	2	(19,19,19)	12	(63,74,85)	13	(48,48,48)	19	(59,68,77)	5	(42,43,44)	14	(13,13,13)	7	(30,31,32)
3	(77,82,87)	14	(19,19,19)	15	(70,80,90)	17	(13,13,13)	8	(31,35,39)	10	(93,98,103)	6	(63,68,73)	19	(11,12,13)	0	(1,1,1)	18	(15,15,15)	9	(51,58,65)	1	(84,94,104)	16	(50,54,58)	5	(72,74,76)	4	(9,9,9)	13	(50,50,50)	11	(73,82,91)	12	(63,68,73)	7	(22,23,24)	2	(69,76,83)
